City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Mocuba,MZ,-16.8392,36.9856,72.39,98,100,2.28,overcast clouds
346,Shache,CN,38.4167,77.2406,34.99,39,4,3.89,clear sky
347,Prince Rupert,CA,54.3161,-130.3201,42.89,87,100,10.36,overcast clouds
348,Polewali,ID,-3.4324,119.3435,80.96,78,99,2.13,overcast clouds
349,Corinto,GR,37.9407,22.9573,48.69,79,8,1.12,clear sky
350,Nome,US,64.5011,-165.4064,-19.12,93,5,6.35,clear sky
351,Isla Vista,US,34.4133,-119.861,68.68,62,0,4.61,clear sky
352,Sri Aman,MY,1.2376,111.4621,84.25,84,40,2.3,scattered clouds
353,Blagoyevo,RU,63.3667,47.9167,1.76,97,74,5.5,broken clouds
354,Marsa Matruh,EG,31.3525,27.2453,50.2,81,40,3.44,scattered clouds
355,Beyla,GN,8.6833,-8.6333,67.14,20,11,1.99,few clouds
356,Marzuq,YE,14.4,46.4667,55.44,48,40,2.55,scattered clouds
357,Upernavik,GL,72.7868,-56.1549,3.83,92,100,29.15,light snow
358,Dutlwe,BW,-23.9833,23.9,68.09,40,10,8.3,clear sky
359,Asasa,ET,7.1,39.2,52.25,51,100,1.77,overcast clouds
360,Tevriz,RU,57.509,72.4042,-5.26,100,89,3.65,overcast clouds
361,Tiznit,MA,29.5833,-9.5,51.51,50,0,2.8,clear sky
362,Kysyl-Syr,RU,63.8986,122.7617,-14.37,96,100,0.25,overcast clouds
363,Zaraza,VE,9.3503,-65.3245,74.82,77,34,8.77,scattered clouds
364,Patea,NZ,-39.7583,174.4833,64.67,63,40,15.39,scattered clouds
365,Blagodatnoye,RU,45.3997,42.5867,23.92,72,3,6.49,clear sky
366,Cherskiy,RU,68.75,161.3,-22.0,97,94,5.84,overcast clouds
367,Hasaki,JP,35.7333,140.8333,43.29,55,100,25.59,overcast clouds
368,Dalbandin,PK,28.8947,64.4101,54.34,52,100,4.36,overcast clouds
369,Vestmannaeyjar,IS,63.4427,-20.2734,34.47,84,100,31.54,light snow
370,Totness,SR,5.8833,-56.3167,74.98,91,96,8.25,overcast clouds
371,Borogontsy,RU,62.6683,131.1683,-18.94,89,60,0.92,broken clouds
372,Pauini,BR,-7.7136,-66.9764,72.46,99,100,2.08,overcast clouds
373,Omboue,GA,-1.5746,9.2618,78.13,84,100,4.12,overcast clouds
374,Akureyri,IS,65.6835,-18.0878,6.73,85,0,8.05,clear sky
375,Amnat Charoen,TH,15.9167,104.75,67.14,83,100,15.77,overcast clouds
376,San Carlos De Bariloche,AR,-41.1456,-71.3082,65.95,45,0,18.41,clear sky
377,Tual,ID,-5.6667,132.75,80.76,75,83,7.87,broken clouds
378,Hoa Binh,VN,20.8133,105.3383,62.49,64,86,2.95,overcast clouds
379,Bridlington,GB,54.0831,-0.1919,45.01,86,100,8.99,overcast clouds
380,Innisfail,AU,-17.5333,146.0333,86.22,85,63,12.64,moderate rain
381,Charyshskoye,RU,51.3978,83.5598,20.84,83,100,3.62,overcast clouds
382,Alofi,NU,-19.0595,-169.9187,84.09,70,99,11.5,overcast clouds
383,Ballina,AU,-28.8667,153.5667,77.18,87,75,11.5,light rain
384,Lebu,CL,-37.6167,-73.65,56.17,93,97,6.15,overcast clouds
385,Luxor,EG,25.6989,32.6421,51.85,43,0,2.3,clear sky
386,Usinsk,RU,65.9939,57.5281,1.49,99,88,9.26,overcast clouds
387,Marawi,PH,7.9986,124.2928,72.64,50,74,4.94,broken clouds
388,Dubti,ET,11.7361,41.0853,75.94,63,93,3.87,overcast clouds
389,Burgeo,CA,47.6167,-57.6152,22.33,56,100,12.75,overcast clouds
390,Xinqing,CN,48.2333,129.5,11.66,75,97,1.41,overcast clouds
391,Balkhash,KZ,46.844,74.9804,18.21,100,75,8.95,broken clouds
392,Namibe,AO,-15.1961,12.1522,72.99,86,90,1.1,overcast clouds
393,Port Lincoln,AU,-34.7333,135.8667,72.41,67,15,11.77,few clouds
394,Kasongo-Lunda,CD,-6.4667,16.8167,69.76,98,100,1.43,overcast clouds
395,Kungurtug,RU,50.5994,97.5228,-6.61,84,50,1.41,scattered clouds
396,Tuatapere,NZ,-46.1333,167.6833,62.13,60,100,8.23,overcast clouds
397,Santa Fe,AR,-31.6333,-60.7,68.02,58,0,4.41,clear sky
398,Santona,ES,43.4439,-3.4576,51.44,79,60,16.8,broken clouds
399,Terrace,CA,54.5163,-128.6035,39.11,87,100,20.71,light rain
400,Sanmenxia,CN,34.7747,111.1814,47.61,53,51,8.95,broken clouds
401,Moissala,TD,8.3404,17.7663,72.82,18,100,4.68,overcast clouds
402,Mazagao,BR,-0.115,-51.2894,78.85,97,87,3.11,overcast clouds
403,Kyzyl-Suu,KG,42.3414,78.0056,28.99,67,100,3.85,overcast clouds
404,Shagonar,RU,51.5333,92.8,-13.76,90,95,1.28,overcast clouds
405,Dezful,IR,32.3811,48.4058,56.44,39,0,5.21,clear sky
406,Almeirim,BR,-1.5233,-52.5817,73.26,95,78,2.59,broken clouds
407,Luganville,VU,-15.5333,167.1667,84.94,74,96,11.59,overcast clouds
408,Ugoofaaru,MV,5.6667,73.0,81.14,71,93,1.43,overcast clouds
409,Ranong,TH,9.9658,98.6348,84.13,72,81,3.65,broken clouds
410,Pochutla,MX,15.7432,-96.4661,77.83,54,52,3.96,broken clouds
411,Gold Coast,AU,-28.0,153.4333,81.77,90,100,6.91,light intensity shower rain
412,Sitka,US,57.0531,-135.33,38.34,94,100,2.84,overcast clouds
413,Orange,US,33.7,-117.7675,73.56,31,0,1.9,clear sky
414,Maniitsoq,GL,65.4167,-52.9,1.4,87,100,3.15,light snow
415,Yumen,CN,40.2833,97.2,31.57,32,28,15.59,scattered clouds
416,Haines Junction,CA,60.7522,-137.5108,13.95,85,80,1.14,broken clouds
417,Lydenburg,ZA,-25.0978,30.4597,61.39,80,13,3.51,few clouds
418,Duekoue,CI,6.7472,-7.3496,69.3,97,45,1.43,light rain
419,Huilong,CN,31.8111,121.655,48.97,54,0,10.04,clear sky
420,Jiayuguan,CN,39.8167,98.3,29.77,37,49,9.69,scattered clouds
421,Iwanai,JP,42.9744,140.5089,32.72,71,76,5.5,broken clouds
422,Taquaritinga Do Norte,BR,-7.9031,-36.0442,68.58,89,93,5.64,overcast clouds
423,Sept-Iles,CA,50.2001,-66.3821,-6.95,77,0,5.75,clear sky
424,Faya,SA,18.3851,42.4509,46.51,61,9,2.75,clear sky
425,Cuiluan,CN,47.72,128.648,7.54,78,84,3.24,broken clouds
426,Sorong,ID,-0.8833,131.25,80.08,82,100,5.3,overcast clouds
427,Guerrero Negro,MX,27.9769,-114.0611,67.15,45,5,7.2,clear sky
428,Montepuez,MZ,-13.1256,38.9997,69.03,98,100,5.35,overcast clouds
429,Anapskaya,RU,44.89,37.38,35.73,80,0,8.95,clear sky
430,Porto Velho,BR,-8.7619,-63.9039,73.45,94,0,2.3,clear sky
431,Ekibastuz,KZ,51.6667,75.3667,12.07,96,98,6.49,overcast clouds
432,Port Moresby,PG,-9.4431,147.1797,89.02,58,40,11.5,haze
433,Vung Tau,VN,10.346,107.0843,83.84,71,53,20.47,broken clouds
434,Frydlant,CZ,50.9214,15.0797,36.9,62,7,11.01,clear sky
435,Kamyaran,IR,34.7956,46.9355,26.55,74,0,5.84,clear sky
436,Kurilsk,RU,45.2333,147.8833,28.51,61,82,14.2,broken clouds
437,Tigil,RU,57.8,158.6667,12.16,88,100,5.61,overcast clouds
438,Camalu,MX,30.85,-116.0667,66.67,30,1,5.19,clear sky
439,Berlevag,NO,70.8578,29.0864,17.6,89,100,14.83,light snow
440,Izvestkovyy,RU,48.9833,131.55,15.58,82,100,3.74,overcast clouds
441,Westport,US,41.1415,-73.3579,27.81,62,90,10.0,overcast clouds
442,Pershotravneve,UA,51.3929,28.8684,28.13,71,14,8.19,few clouds
443,Faanui,PF,-16.4833,-151.75,81.1,75,100,11.9,moderate rain
444,Jalu,LY,29.0331,21.5482,51.35,62,0,5.75,clear sky
445,Caohai,CN,26.8661,104.2841,43.99,72,93,7.16,overcast clouds
446,Kiunga,PG,-6.1219,141.2906,88.81,61,26,1.45,scattered clouds
447,Longyearbyen,SJ,78.2186,15.6401,9.59,96,99,1.14,overcast clouds
448,Charters Towers,AU,-20.1,146.2667,88.29,34,12,12.66,few clouds
449,Bombay,IN,19.0144,72.8479,75.18,57,45,3.44,haze
450,Lockport,US,41.5895,-88.0578,14.85,77,40,3.44,scattered clouds
451,Porto Novo,BJ,6.4965,2.6036,82.22,82,16,2.84,few clouds
452,Picayune,US,30.5255,-89.6795,44.78,76,0,3.78,clear sky
453,Buncrana,IE,55.1333,-7.45,44.08,84,100,17.74,overcast clouds
454,Takhtamygda,RU,54.1,123.5667,6.85,70,99,3.47,overcast clouds
455,Thunder Bay,CA,48.4001,-89.3168,3.56,78,100,0.0,overcast clouds
456,San Juan,AR,-31.5375,-68.5364,75.74,39,6,1.92,clear sky
457,Orlik,RU,52.5178,99.825,-10.07,87,68,1.72,broken clouds
458,Tourlaville,FR,49.6383,-1.5664,48.65,87,75,11.5,light rain
459,Oromocto,CA,45.8351,-66.4792,13.93,43,100,15.01,overcast clouds
460,Remanso,BR,-9.6179,-42.0831,73.72,84,100,3.98,overcast clouds
461,High Level,CA,58.5169,-117.136,3.31,78,100,0.0,light snow
462,Salihorsk,BY,52.7876,27.5415,26.64,83,11,10.87,few clouds
463,Karratha,AU,-20.7377,116.8463,99.1,34,68,8.88,broken clouds
464,Douglas,US,41.3,-96.167,30.15,55,0,11.5,clear sky
465,Port Hardy,CA,50.6996,-127.4199,42.98,81,100,5.75,overcast clouds
466,Boyolangu,ID,-8.1181,111.8935,79.02,84,97,3.49,moderate rain
467,Biak,ID,-0.9131,122.8766,82.71,67,67,2.1,broken clouds
468,Urengoy,RU,65.9667,78.3667,-7.24,97,12,10.56,few clouds
469,Mabaruma,GY,8.2,-59.7833,70.11,96,99,2.48,overcast clouds
470,Tandalti,SD,13.0167,31.8667,62.26,21,26,10.25,scattered clouds
471,Ewa Beach,US,21.3156,-158.0072,75.15,58,0,10.36,clear sky
472,Kuusamo,FI,65.9667,29.1833,30.24,93,100,8.05,overcast clouds
473,Praia,CV,14.9215,-23.5087,72.14,78,40,19.57,scattered clouds
474,Shangzhi,CN,45.2167,127.9667,7.47,83,100,8.59,overcast clouds
475,Nadym,RU,65.5333,72.5167,-19.71,100,96,7.83,overcast clouds
476,Davidson,US,36.1501,-86.7833,35.2,55,3,4.0,clear sky
477,Akyab,MM,20.15,92.9,74.53,36,9,1.68,clear sky
478,Diffa,NE,13.3154,12.6113,66.69,17,5,9.42,clear sky
479,Ler,SS,8.3018,30.1418,73.45,19,100,5.28,overcast clouds
480,Victoria,HK,22.2855,114.1577,69.04,68,29,5.99,scattered clouds
481,Punta Alta,AR,-38.8759,-62.0736,71.51,38,0,17.45,clear sky
482,Belaya Gora,RU,68.5333,146.4167,-17.18,91,90,4.59,overcast clouds
483,Bara,NG,10.3744,10.7288,66.9,21,87,6.13,overcast clouds
484,Bhainsdehi,IN,21.6467,77.6325,70.66,25,5,5.97,clear sky
485,Meadow Lake,US,34.8014,-106.5436,47.17,31,0,1.19,clear sky
486,Phek,IN,25.6667,94.5,57.58,36,0,1.01,clear sky
487,Taltal,CL,-25.4,-70.4833,67.51,79,3,1.63,clear sky
488,Lorengau,PG,-2.0226,147.2712,84.02,72,71,2.98,broken clouds
489,Jiamusi,CN,46.8333,130.35,8.76,86,79,2.51,broken clouds
490,Puerto El Triunfo,SV,13.2833,-88.55,80.76,65,2,0.87,clear sky
491,Cockburn Town,TC,21.4612,-71.1419,77.59,83,0,18.21,clear sky
492,Hashtrud,IR,37.4779,47.0508,6.94,97,79,4.18,broken clouds
493,Mgandu,TZ,-5.95,34.1333,62.11,93,100,0.89,light rain
494,Buin,CL,-33.7333,-70.75,70.74,78,0,2.01,clear sky
495,Yanam,IN,16.7333,82.2167,77.4,53,5,5.68,clear sky
496,Pasighat,IN,28.0667,95.3333,69.13,27,0,2.06,clear sky
497,Rosarito,MX,32.3333,-117.0333,71.15,34,0,5.19,clear sky
498,Maloy,NO,61.9353,5.1136,38.93,95,100,8.99,overcast clouds
499,Norilsk,RU,69.3535,88.2027,-9.36,79,13,7.74,few clouds
500,Catio,GW,11.2833,-15.25,70.23,82,1,0.98,clear sky
501,Nizwa,OM,22.9333,57.5333,60.91,57,0,3.56,clear sky
502,Kutum,SD,14.2,24.6667,56.41,22,4,7.76,clear sky
503,Lensk,RU,60.7253,114.9278,-5.89,90,98,1.32,overcast clouds
504,Sangin,AF,32.0728,64.8359,52.12,49,0,1.01,clear sky
505,Maumere,ID,-8.6199,122.2111,83.86,72,33,5.55,scattered clouds
506,Sarakhs,IR,36.5449,61.1577,45.66,58,69,12.88,broken clouds
507,Bjornevatn,NO,69.6672,29.9847,17.22,86,100,9.22,overcast clouds
508,Biltine,TD,14.5333,20.9167,70.16,13,100,10.58,overcast clouds
509,Gongzhuling,CN,43.5008,124.8198,11.53,58,100,13.51,overcast clouds
510,Dicabisagan,PH,17.0818,122.4157,80.67,76,78,7.81,broken clouds
511,Gannan,CN,47.9147,123.5031,8.35,78,57,7.43,broken clouds
512,Batagay-Alyta,RU,67.8006,130.4114,-5.96,76,54,3.8,broken clouds
513,Roald,NO,62.5833,6.1333,38.91,75,100,32.21,overcast clouds
514,Kosa,RU,59.9445,54.9977,-4.97,100,100,2.53,overcast clouds
515,Orsha,BY,54.5153,30.4053,22.55,88,100,12.35,overcast clouds
516,Rathdrum,US,47.8137,-116.892,36.16,80,93,1.01,overcast clouds
517,Luwuk,ID,-0.9516,122.7875,85.44,66,77,2.26,broken clouds
518,Kitui,KE,-1.367,38.0106,61.54,75,16,3.15,few clouds
519,Saint Marys,US,30.7305,-81.5465,52.07,42,0,14.97,clear sky
520,Williams Lake,CA,52.1415,-122.1445,38.77,81,100,5.75,overcast clouds
521,Arifwala,PK,30.294,73.0735,61.27,38,0,5.64,clear sky
522,Sosnovo-Ozerskoye,RU,52.5249,111.5418,-8.55,87,72,5.95,broken clouds
523,Tongzi,CN,28.7829,105.0877,52.48,67,100,0.65,overcast clouds
524,Hornbaek,DK,56.0854,12.4505,42.1,80,100,1.99,overcast clouds
525,Nhulunbuy,AU,-12.2333,136.7667,90.21,55,40,13.8,scattered clouds
526,Half Moon Bay,US,37.4636,-122.4286,65.97,70,0,0.0,clear sky
527,Huinan,CN,42.6225,126.2614,14.54,90,100,6.76,light snow
528,Bandarbeyla,SO,9.4942,50.8122,75.07,69,93,15.73,overcast clouds
529,Diego De Almagro,CL,-26.3667,-70.05,62.44,46,40,0.43,scattered clouds
530,Vila Franca Do Campo,PT,37.7167,-25.4333,57.2,69,100,4.05,overcast clouds
531,Ajdabiya,LY,30.7554,20.2263,51.51,79,0,6.26,clear sky
532,Nyurba,RU,63.2842,118.3319,-8.32,96,100,1.19,overcast clouds
533,Arona,ES,28.0996,-16.681,56.12,71,20,14.97,few clouds
534,Port-Gentil,GA,-0.7193,8.7815,80.64,77,100,7.2,overcast clouds
535,Barcelos,PT,41.5388,-8.6151,51.94,88,29,3.0,scattered clouds
536,Evensk,RU,61.95,159.2333,5.97,68,20,12.01,few clouds
537,Atasu,KZ,48.6814,71.6433,25.21,96,100,17.38,light snow
538,Hirara,JP,24.8,125.2833,66.47,77,75,23.02,broken clouds
539,Sai Buri,TH,6.7013,101.6168,80.31,69,97,9.31,overcast clouds
540,Moron,AR,-34.6534,-58.6198,71.35,57,0,5.12,clear sky
541,Pafos,CY,34.7667,32.4167,58.78,63,40,13.8,scattered clouds
542,Sobolevo,RU,54.4299,31.8996,21.63,89,99,11.65,overcast clouds
543,Luena,AO,-11.7833,19.9167,60.66,95,100,2.51,overcast clouds
544,Ketchikan,US,55.3422,-131.6461,46.38,98,100,1.14,moderate rain
545,Madang,PG,-5.2246,145.7966,84.96,69,74,5.7,broken clouds
546,Cabedelo,BR,-6.9811,-34.8339,79.47,78,3,9.75,clear sky
547,Pong,TH,19.1493,100.2752,75.99,26,57,2.64,broken clouds
548,Dudinka,RU,69.4058,86.1778,-16.65,92,33,5.82,scattered clouds
549,Podor,MR,16.6527,-14.9587,67.95,34,0,2.3,clear sky
550,Praia Da Vitoria,PT,38.7333,-27.0667,55.65,88,40,2.71,scattered clouds
551,Matehuala,MX,23.65,-100.65,50.72,64,100,11.43,overcast clouds
552,Akcakoca,TR,41.0866,31.1162,42.6,90,100,4.25,overcast clouds
553,Hervey Bay,AU,-25.2986,152.8535,80.71,77,42,19.75,light rain
554,Buraydah,SA,26.326,43.975,39.65,34,0,3.0,clear sky
555,Laguna,US,38.421,-121.4238,65.25,67,0,0.0,clear sky
556,Golden Gate,US,26.1879,-81.6951,62.98,68,3,17.67,clear sky
557,Pangnirtung,CA,66.1451,-65.7125,-27.4,68,0,0.0,clear sky
558,Kollam,IN,8.8833,76.6,84.07,57,5,6.69,clear sky
559,Dibulla,CO,11.2725,-73.3091,76.82,79,71,10.51,broken clouds
560,Carutapera,BR,-1.195,-46.02,77.02,90,100,6.35,overcast clouds
561,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.11,76,41,8.48,scattered clouds
562,Bol,TD,13.4586,14.7147,71.56,31,19,16.93,few clouds
563,Fukue,JP,32.6881,128.8419,55.76,50,20,12.66,few clouds
564,Hofn,IS,64.2539,-15.2082,22.69,67,54,8.34,broken clouds
565,Erzin,TR,36.9559,36.2,45.12,83,37,0.81,scattered clouds
566,Bodden Town,KY,19.2833,-81.25,77.0,79,20,2.3,few clouds
567,La Sarre,CA,48.8002,-79.1996,-22.45,98,53,1.97,broken clouds
568,Skoropuskovskiy,RU,56.3667,38.1667,26.42,87,100,11.23,light snow
569,Bubaque,GW,11.2833,-15.8333,77.95,59,0,4.09,clear sky
570,Chegdomyn,RU,51.1167,133.0167,14.5,81,96,1.86,overcast clouds
571,Bibiani,GH,6.4635,-2.3194,70.86,99,52,1.05,broken clouds
572,Stryn,NO,61.9045,6.7226,38.89,93,100,5.08,overcast clouds
573,Basco,PH,20.4487,121.9702,73.94,82,100,30.11,overcast clouds
574,Hambantota,LK,6.1241,81.1185,79.14,89,75,11.5,broken clouds
575,Shush,IR,32.1942,48.2436,56.71,47,0,3.65,clear sky
576,Guaymas,MX,27.9333,-110.9,65.44,36,2,9.01,clear sky
577,Salvacion,PH,7.9833,126.1333,86.36,59,59,4.83,broken clouds
578,Jaisalmer,IN,26.9147,70.9181,68.04,33,0,6.26,clear sky
579,Hualmay,PE,-11.0964,-77.6139,70.84,82,99,8.03,overcast clouds
580,Medicine Hat,CA,50.0501,-110.6683,36.84,57,75,5.75,broken clouds
581,Sao Joao Dos Patos,BR,-6.495,-43.7022,69.46,96,100,2.35,overcast clouds
582,Yarada,IN,17.65,83.2667,77.32,53,20,2.3,haze
583,Lalitpur,NP,27.6667,85.3333,52.18,82,20,3.44,mist
584,Tura,IN,25.5198,90.2201,70.39,41,0,0.65,clear sky
585,Manokwari,ID,-0.8667,134.0833,81.91,72,100,6.6,overcast clouds
586,Darhan,MN,49.4867,105.9228,-6.61,91,100,3.02,overcast clouds
587,Gamba,GA,-2.65,10.0,77.02,86,93,1.32,light rain
588,Lagoa,PT,39.05,-27.9833,56.44,59,86,2.42,overcast clouds
589,Ocampo,MX,21.65,-101.5,42.53,66,100,8.21,overcast clouds
590,Tezu,IN,27.9167,96.1667,71.13,21,0,3.69,clear sky
591,Moranbah,AU,-22.0016,148.0466,89.73,36,8,20.96,clear sky
592,Nargana,PA,9.4428,-78.5906,78.84,85,92,14.03,overcast clouds
593,Zhezkazgan,KZ,47.8043,67.7144,30.18,100,100,26.84,light snow
594,Barra Do Garcas,BR,-15.89,-52.2567,70.92,96,13,2.55,few clouds
595,Caninde,BR,-4.3589,-39.3117,72.16,94,39,1.54,scattered clouds
596,Waki,JP,34.0667,134.15,47.62,73,83,5.06,broken clouds
597,Sistranda,NO,63.7256,8.834,31.96,58,100,20.76,overcast clouds
598,Kuchurhan,UA,47.163,29.7894,28.26,81,32,6.29,scattered clouds
599,Sirpur,IN,19.4833,79.6,73.09,21,7,5.66,clear sky
600,San Rafael,AR,-34.6177,-68.3301,73.98,32,59,11.21,broken clouds
601,Winnemucca,US,40.973,-117.7357,50.11,39,20,7.18,few clouds
602,Muscat,OM,23.6139,58.5922,68.14,66,72,15.66,broken clouds
603,Mitzic,GA,0.7821,11.549,67.14,99,100,2.82,overcast clouds
604,Leningradskiy,RU,69.3833,178.4167,-17.97,90,79,6.2,broken clouds
605,Bonen,DE,51.6,7.7667,49.96,68,100,17.27,overcast clouds
606,Tomari,RU,47.7658,142.0683,22.39,82,100,8.14,overcast clouds
607,Kirakira,SB,-10.4544,161.9205,81.45,80,100,4.14,overcast clouds
608,Luangwa,ZM,-15.6167,30.4167,68.9,96,82,1.59,light rain
609,Stornoway,GB,58.2093,-6.3865,40.96,89,75,23.02,broken clouds
610,Gobabis,NA,-22.45,18.9667,65.3,81,93,3.2,overcast clouds
611,Vila Velha,BR,-20.3297,-40.2925,75.15,95,40,3.44,scattered clouds
612,Tupik,RU,54.4253,119.9327,-1.95,84,96,3.98,overcast clouds
613,Chapais,CA,49.7834,-74.8492,-27.62,100,91,1.88,overcast clouds
614,Vryburg,ZA,-26.9566,24.7284,65.32,50,1,4.68,clear sky
615,Guerrero,MX,17.6667,-100.0,68.04,51,90,2.77,overcast clouds
616,Tabuk,PH,17.4189,121.4443,81.28,74,61,3.36,broken clouds
617,Tautira,PF,-17.7333,-149.15,80.62,78,79,16.51,light rain
618,Tazovskiy,RU,67.4667,78.7,-5.96,97,89,11.21,overcast clouds
619,Blyth,GB,55.1271,-1.5086,43.59,94,100,11.5,overcast clouds
620,Borujerd,IR,33.8973,48.7516,28.94,62,0,1.77,clear sky
621,Pierre,US,44.3683,-100.351,39.85,53,44,13.0,scattered clouds
622,Boralday,KZ,43.3578,76.8594,24.66,93,100,2.24,mist
623,Sungaipenuh,ID,-2.0833,101.3833,81.09,42,86,3.2,overcast clouds
624,Yeniseysk,RU,58.4497,92.1703,-0.72,84,12,11.12,few clouds
625,Issia,CI,6.4922,-6.5856,71.46,96,90,2.51,overcast clouds
626,Havre-Saint-Pierre,CA,50.2334,-63.5986,-0.4,71,0,8.05,clear sky
627,Tuy Hoa,VN,13.0833,109.3,75.34,93,99,9.4,overcast clouds
628,Negombo,LK,7.2083,79.8358,80.65,83,75,10.36,broken clouds
629,Gilbues,BR,-9.8317,-45.3439,70.56,93,74,2.68,broken clouds
630,Lere,NG,10.387,8.5726,65.12,17,57,4.09,broken clouds
631,Bainbridge,US,47.6262,-122.5212,54.48,66,100,1.99,overcast clouds
632,Victoria Point,AU,-27.5833,153.3,82.53,94,46,4.0,light rain
633,Grand Forks,US,47.9417,-97.4337,4.78,92,100,11.5,mist
634,Ystad,SE,55.4297,13.8204,39.94,86,100,21.14,overcast clouds
635,Warin Chamrap,TH,15.1932,104.8628,86.25,65,0,9.22,clear sky
636,Urumqi,CN,43.801,87.6005,13.15,86,20,2.24,fog
637,Madanapalle,IN,13.55,78.5,71.76,61,10,4.07,clear sky
638,Roma,US,43.2128,-75.4557,13.66,78,88,1.01,overcast clouds
639,Udimskiy,RU,61.1417,45.9144,15.6,94,100,9.33,snow
640,Zhigansk,RU,66.7697,123.3711,-26.21,96,74,1.45,broken clouds
641,Kavaratti,IN,10.5669,72.642,80.94,70,2,8.41,clear sky
642,Kenai,US,60.5544,-151.2583,20.95,98,72,2.86,broken clouds
643,Zvishavane,ZW,-20.3267,30.0665,61.16,67,0,0.4,clear sky
644,Pervomayskoye,RU,43.919,46.7102,29.07,72,3,4.14,clear sky
645,Debre Tabor,ET,11.85,38.0167,53.06,50,4,6.04,clear sky
646,Zhangjiakou,CN,40.81,114.8794,7.41,55,11,7.4,light snow
647,Sotouboua,TG,8.5667,0.9833,78.84,63,100,2.39,overcast clouds
648,Polunochnoye,RU,60.8697,60.4153,-6.7,100,96,1.83,overcast clouds
649,Pa Sang,TH,18.5262,98.9394,84.85,23,33,1.95,scattered clouds
650,Bilibino,RU,68.0546,166.4372,-25.65,99,77,2.26,broken clouds
651,Goderich,CA,43.7501,-81.7165,11.91,72,98,12.66,overcast clouds
652,Nelson Bay,AU,-32.7167,152.15,82.29,55,70,4.0,broken clouds
653,Mayo,US,38.8876,-76.5119,31.12,66,0,8.05,clear sky
654,Gillette,US,44.2911,-105.5022,34.86,57,13,3.2,few clouds
655,Salina Cruz,MX,16.1667,-95.2,69.53,59,29,32.37,scattered clouds
656,Yuci,CN,37.6803,112.7319,29.95,29,0,4.47,clear sky
657,Uruguaiana,BR,-29.7547,-57.0883,66.13,55,0,8.05,clear sky
658,Balkanabat,TM,39.5108,54.3671,37.36,68,9,1.68,clear sky
659,Ostrovnoy,RU,68.0531,39.5131,20.77,85,100,26.62,overcast clouds
660,Kvareli,GE,41.9524,45.8151,34.12,94,100,2.59,light snow
